"station_name","Altitude","Latitude","Longitude","country","1981","1985","1989","1993","1997","2001","2005","2009","2013","2017","rcp45_2050_pessimistic","rcp45_2050_intermediate","rcp45_2050_optimistic","rcp45_2085_pessimistic","rcp45_2085_intermediate","rcp45_2085_optimistic","rcp85_2050_pessimistic","rcp85_2050_intermediate","rcp85_2050_optimistic","rcp85_2085_pessimistic","rcp85_2085_intermediate","rcp85_2085_optimistic"
"Pichoy Valdivia Ad.",21,-39.6506,-73.0808,"CI",85.9131535346205,86.0466032658924,86.5803166841615,85.5917184483878,85.3143704581998,85.3529147148387,85.5068943465558,85.329000706326,85.3508826674413,84.99130362914,76.5006800253459,81.0054171214297,84.5572939833037,77.0938184787974,80.8072286337847,89.0726190304595,74.5153774445389,78.4729591280256,82.0048186301046,66.2564333602095,73.0236840236685,86.1418238226906
"Pirque",659,-33.6736,-70.5869,"CI",69.1313452634477,68.2981424313452,67.7467523104642,63.6724917020269,63.5785744761038,63.5131896143112,65.0947081987106,63.5435180016775,63.4856620440669,62.2008430494561,46.6975352094489,55.3970347237585,61.7831146488379,44.4801140661693,58.2902684292431,68.7111529504855,41.8572748299116,50.4041349785293,58.6496455247361,30.2868413075694,44.75644224486,58.9032332962424
"PISCO INTL",11.9,-13.745,-76.22,"PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PONTA PELADA",81.4,-3.146,-59.986,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POSADAS",131.1,-27.386,-55.971,"AR",6.95497172270768,7.00897339676089,6.9100331591668,6.87284266974564,6.13558932624892,5.67322231960532,6.00429022177249,6.02813685296371,5.69880176167169,5.48421744820212,2.01735729133252,3.16346079712901,4.55645753538869,2.01300618610804,3.20054549238705,7.97981384401214,1.71181788591502,2.36391712144416,3.8272461652019,0,1.0043896208075,4.01977284882304
"Potrero Grande",445,-35.1833,-71.0978,"CI",79.7972243536096,78.6362183266674,79.0494994162198,77.9426282908789,77.2169102408207,78.7534070937782,79.6287541889815,78.9673375726361,79.7745401658467,78.8828254391183,66.6987574427403,73.1348295742855,77.8436039751399,66.2589501186667,75.4306309959483,81.5595347631934,63.3883115744038,70.2554427160012,74.7873447667798,52.5212507867645,61.6406310556713,74.9665189620519
"PRESIDENTE GENERAL DON OSCAR D GESTIDO",223,-30.975,-55.476,"UY",27.1827048762004,27.4503280483232,26.83626520493,27.5812886867736,27.7951200246739,27.574037217131,29.7981019117578,29.4661718483069,28.4509666960091,26.8851578028693,14.4406394502792,16.788030107489,21.7716689618292,14.7218047804581,17.3708775173989,33.2197793343385,12.6241371748674,14.1999401667183,16.6811550996299,5.48917231976259,10.4108434493972,22.6087859907502
"PRESIDENTE JUSCELINO KUBITSCHEK",1060.4,-15.863,-47.913,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRESIDENTE PERON",272.8,-38.949,-68.156,"AR",70.6656984580695,70.7361956811733,70.0609268693315,68.3997751560028,66.7532837074643,67.9464473961302,67.304166435455,65.7137694783332,64.6976004427979,63.7020964825479,61.0257586600083,64.8367579757396,67.9039321839682,62.5079511467698,66.8521066031515,76.110913724915,57.8851094344154,62.4962188594072,65.2983956622675,53.0271189384825,59.0281084549688,72.6424649357937
"Pudahuel Santiago",482,-33.3919,-70.7944,"CI",69.5330798042942,68.2218824416977,68.0959470687221,65.4242108647886,64.8917315090948,65.2205895928882,64.7234988656801,62.6825564439455,61.9633189748432,61.2962550707944,44.8157718987409,56.0801404327617,63.4172522118524,44.6828743621263,58.1259653482093,68.1597197788997,40.8382230350812,49.7225848718442,59.6213064877984,28.3782012367833,43.2342933743321,57.3533384392767
"Punta Arenas",5,-53.1233,-70.8772,"CI",79.9579215747322,79.7425544761954,79.3560630223574,79.9157997760121,79.9524834807485,80.7395766518948,81.7242310229158,82.319611891061,82.7316963907269,82.8233103626189,83.6409573657602,85.9012551193346,87.5234225592667,84.1941032744244,86.8586357348886,88.7776091582673,85.145790091743,87.1429540849585,89.1719784342695,87.9324910779724,91.6749966484876,92.6580996897337
"Punta Arenas",38,-53.0033,-70.845,"CI",79.9579215747322,79.7425544761954,79.3560630223574,79.9157997760121,79.9524834807485,80.7395766518948,81.7242310229158,82.319611891061,82.7316963907269,82.8233103626189,83.6409573657602,85.9012551193346,87.5234225592667,84.1941032744244,86.8586357348886,88.7776091582673,85.145790091743,87.1429540849585,89.1719784342695,87.9324910779724,91.6749966484876,92.6580996897337
"Quillota",130,-32.8958,-71.2092,"CI",55.9429413100922,54.3124344109006,55.0974829836318,50.5849972386154,50.2586962705529,51.0198482018109,52.0558209869435,51.8647394606519,52.6330245258532,50.988427130191,26.8288724850148,38.7672897242703,48.6525912144489,26.6477916479944,39.8579135136742,51.7528736620936,21.0929682733222,32.7878930288722,43.4141025849017,9.97169690052908,23.7367219037851,39.897972609569
"Quinta Normal Santiago",527,-33.445,-70.6828,"CI",62.4434567632056,62.1380168731484,61.8032903214353,58.4249436598402,58.5538583751359,58.6155147220979,58.3962316229208,55.5338390542954,55.1785119304104,53.9458793387912,36.7278231519531,46.0027748072489,54.8257833791818,34.1126544465703,48.6893651277878,62.3967156063459,31.541482734719,40.2337271937809,51.4575578870204,20.0890556074974,34.6801656510443,49.3605872823996
"RECONQUISTA AERO",48,-29.183,-59.7,"AR",18.7115126433309,17.8213021721622,17.1419364697007,15.9175231767108,15.5854762087345,14.3300744363987,15.8938545866091,14.904116303245,14.5151847284303,14.0658379915189,7.67585198809201,9.05147828820714,12.1862171593052,7.61960567197639,10.4694701930913,20.9116140588314,6.26073766542333,7.47743114021046,9.89814659846638,2.68712505798058,5.51589725318877,12.7421567571496
"RESISTENCIA",52.7,-27.45,-59.056,"AR",10.0198955771457,10.2608051609558,10.0709517527539,10.6532349739844,9.2305474693369,8.74263967302113,9.61781038184691,9.11336344285337,9.40596067932418,8.72064483731128,4.38129624815474,5.13073634077148,7.66302229105474,4.22776267313952,6.14185920883705,12.0580506385394,3.62913709796069,4.58922048185059,5.49556988307177,1.00382243941391,2.98783731899238,7.33129669953109
"RIO CUARTO AREA DE MATERIAL",420.9,-33.085,-64.261,"AR",50.4911932401737,49.1921288177246,49.2321833565702,49.1386344996483,47.1388346286875,47.0999772024588,46.8665360564678,44.1943871731137,42.0664972963307,40.7613034913454,33.4869205974187,36.2903897833482,41.6386228042147,34.3278921628962,38.096434064199,54.2744650844506,28.9402316593309,33.2581543047168,38.0572810320882,22.625481063124,29.9812429063979,47.2030407972163
"RIO GALLEGOS",18.6,-51.609,-69.313,"AR",81.6625031445428,81.8464006625991,81.1022143414148,81.236555168728,80.3461303995191,79.8918420951823,80.2724158090593,81.1729795178744,81.5582625300085,82.5000516251803,83.328756554256,84.3837198314559,84.9797111643933,83.8509775439634,84.8774889487977,86.6443877204401,83.9709766799733,85.1386708194295,85.9812461233169,85.8168111140203,86.968601004648,88.1281246332419
"RIO GRANDE 2",19.8,-53.778,-67.749,"AR",75.1496832021494,75.1360270050918,73.1533648726454,74.0387629136721,73.5171376924291,74.4375807881715,75.0455531834295,76.5763535441201,77.6076154705079,78.4523616595961,78.5810489824435,80.6118039686953,81.6411489788634,78.7305622630458,81.6428545829494,83.1654556274225,79.874559814798,81.9104636874945,84.4908854348996,82.4718063669297,85.9671051126606,87.3627040855454
"Rivadavia",820,-29.9772,-70.5617,"CI",21.8765230211234,20.0209508290018,19.5959810690292,18.4258786442972,17.7523561187872,17.7330072323089,19.5881543955164,19.6486209732675,20.5178185660434,21.7078654737701,6.66615523946143,10.1867424746374,14.2169666068444,5.94871232902869,10.4394687087307,16.3075312333913,4.13635503424712,7.90490155838461,12.902102692415,1.97266476911921,3.90589130164295,9.82480089729074
"ROCHA",18,-34.483,-54.3,"UY",45.8143734139589,44.7611013566857,45.6908500333038,44.0902118215045,43.1639453898179,42.1843337458095,43.7653640890903,43.3302567716682,43.1153089037125,40.8947154883936,28.471545756801,32.2211238325294,35.0595749665536,29.1285473848475,33.519544443725,50.5844184236184,25.0145649146523,28.7754594437215,31.9059364758168,13.920584896191,23.2877584246955,40.9029830782429
"ROSARIO",25.9,-32.904,-60.785,"AR",42.6140638033216,41.8758836404856,42.6581705920885,39.7285466433977,37.7365603458729,37.3976568391063,38.8888867321907,37.4251486128564,36.6862513249362,36.9639409583433,27.7807762214325,29.9445171192192,35.1518808977453,27.0647752106174,31.3693987405771,46.4360471536311,24.2724540629678,26.969683493717,30.4407898634086,15.5343098846638,23.8167482617205,40.6443188780056
"SALGADO FILHO",3.4,-29.994,-51.171,"BR",9.930606790605,12.0028475201881,12.1446717788458,13.9254335735716,13.0770730454967,10.8287772426395,11.0088037676319,11.087011496621,12.107193192879,12.0825555050963,5.91885036045255,6.56122495062084,9.66556361614016,5.62499689555989,8.04294576303118,18.8306700033027,3.96759996068027,5.02571474819581,7.02074121349472,1.00957865342475,3.01741576963974,10.6561517924529
"SALTA",1246,-24.856,-65.486,"AR",28.1179391593948,28.4023012656189,29.3153883803615,28.5294536590263,27.26487597752,24.9737695546178,25.7105701195153,24.3865789052154,25.8826641566334,25.0834901765168,11.9556078765561,16.3775290732577,19.2947175032728,11.0772895502953,16.6891640201275,25.7620156601664,10.2682451108258,12.9614975708369,16.8024184106994,4.90750371397974,9.07164031996649,17.3750278641096
"SAN CARLOS DE BARILOCHE",846.1,-41.151,-71.158,"AR",84.0205300607704,83.4497500155485,82.7302576790516,82.8674670267246,82.448382479929,82.4148283284408,82.1084803626129,81.9650944798486,82.0623134384267,82.6613059467563,83.7559078490401,84.4496372624399,84.9847655443432,84.4940439705006,84.8817435994451,85.524482385087,83.8533632675617,84.6960757105953,85.5088152146217,83.7567196179371,85.1246744986765,86.096769048077
"SAN JUAN",597.1,-31.571,-68.418,"AR",47.751653141449,46.5390028930414,45.382661677299,44.7064754281555,43.4598347616884,43.7489366865607,44.4113685137922,43.0480935760579,41.4866801896894,41.0418114327398,28.4254100558733,36.1656339298843,44.3251698460726,29.8256486430837,38.2193746616103,52.5281106170914,25.5741491667955,33.347526851654,42.9521276249689,17.2537477801536,28.2020392259982,45.5541783954613
"SAN JULIAN",57.9,-49.307,-67.803,"AR",85.281294198639,84.5891854403621,84.4160139550459,84.1838434600122,83.3076113069233,83.6123051851091,83.5613185442962,83.9582366347768,83.8562155101704,83.9358964470798,83.1473313774923,84.256197492984,84.8220001440943,83.5173358991365,84.7398289902308,85.6062109859954,82.9717924598583,84.1328951396476,84.7271797856627,80.2584268748296,82.6499910566727,85.8471355512547
"SAN LUIS",709.9,-33.273,-66.356,"AR",42.293253329879,41.9347100011664,41.3894828130719,40.2432444810579,39.8028279784448,38.5732658143534,40.6846205413294,37.4622078573193,35.9744316924302,35.4876973399496,24.2137969096557,28.5092856044555,35.0907186695567,25.2709569778215,31.230710586241,49.1952745340213,21.7776535419466,25.913978183514,30.8132201756944,17.9009673820474,20.9344341626552,40.2035137355415
"SAN RAFAEL",752.9,-34.588,-68.403,"AR",58.590543833935,56.4478766230768,57.4098828739038,55.4757212368686,54.7559978744819,55.8157970411921,55.6791020389574,53.8825973514236,52.3275680388606,50.6890078908905,39.32264098313,45.3964180692426,52.9367819487916,39.9445277969476,48.4462890248674,63.0111072683794,36.7568648513206,42.7057527406573,49.3368934938154,29.9626768298476,37.3906032130253,53.713002479325
"Santa Juana",560,-28.6672,-70.6625,"CI",19.1649636154434,18.1866696887756,16.3218522604081,15.0473701404712,13.5813392394664,13.8105975000656,16.0808998262249,13.5664327115137,15.3630408794736,16.3194000388999,3.02786115439173,7.00323804428319,11.0738433143495,3.03883323627224,7.03602523819836,15.5271460258236,1.91288616145022,4.59279750651239,8.00970338090315,0,1.01050367505037,6.04755678213917
"SANTA ROSA",192,-36.588,-64.276,"AR",59.8969278273053,58.8259980472776,58.2574395169011,57.9884530521563,56.5413066514752,56.0405823602068,57.1281538286794,54.1379153739244,51.9220563429076,51.2230912806572,46.7345270029823,50.6370317245423,54.2473181838604,49.1061462030866,51.7080526856889,65.6613971976685,43.573629058862,47.2199069515864,51.1434925068124,37.52247481299,43.2405690420287,60.4673823740677
"Santa Rosa Aero",192,-36.567,-64.266,"CI",63.7313016208282,63.1064848028318,62.4433256004813,61.2562091408031,60.7657132883544,59.7769673255664,59.1459923530047,56.2154545511567,54.0338154060814,53.8351455570682,50.8864312140881,53.9355050248732,58.4768651094664,52.299412249673,55.333137456817,68.7107097701223,46.585954957809,51.3054001673872,55.2745378590862,41.1418276680188,47.2160172343019,64.8098936658644
"SANTAREM",60.4,-2.422,-54.793,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANTIAGO DEL ESTERO",199.9,-27.766,-64.31,"AR",19.0082191119191,16.6045740420491,17.3798346357876,17.3107922120053,16.3229429764433,15.806288674518,17.415387870534,16.9199567528024,16.806527861414,15.9785882728606,6.95123672145797,11.1023732279046,12.133819480011,7.87058829922256,12.829056124622,23.308073299203,7.17407149503947,9.47398462437036,11.4151436684813,3.99460234747391,6.86246159203108,16.8296680193257
"Santo Domingo Ad.",75,-33.655,-71.6142,"CI",70.7786341744891,69.3232846551764,69.1535035824454,67.0685932283777,67.2848262222706,68.7707434927124,69.8023980660237,70.0326562223445,69.6741835746161,68.7231892813434,40.7572099242861,53.6253565388643,61.4409763586182,40.2492535229139,53.3974332139173,69.8079013118841,33.9535185856948,47.822184360356,57.0823138126543,19.0153773823997,36.0985177075931,53.1029459108231
"SANTOS DUMONT",3.4,-22.91,-43.163,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAUCE VIEJO",17.1,-31.712,-60.812,"AR",32.1126803224306,31.2916540853294,33.266232008878,31.7640207124466,30.0981833386486,29.1464773299822,30.5684788959688,29.6527302543932,28.7679092947242,28.2266309145593,19.4914707826642,22.0210039146532,25.7266408899552,19.5536340270094,23.3263701134006,39.0713904557651,17.4401429940176,19.3361542788471,22.2210289341583,10.9570849558959,17.060920878409,30.5539651055647
"SILVIO PETTIROSSI INTL",89,-25.24,-57.519,"PA",5.40002188533026,5.48615469032137,5.28345317199557,4.94864019035253,4.30550714549895,3.96351096963303,3.98354503139035,3.9691633479132,4.42251517323757,4.14446137109735,0.886970403328064,1.01465816419463,2.00975395863337,0.88538965855173,1.65903744622128,4.8296776958,0,0.995807420110623,1.54902704871847,0,0,1.93236886631718
"SIMON BOLIVAR INTL",5.8,-2.157,-79.884,"EC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talca U.C.",130,-35.4358,-71.6197,"CI",77.2451026847466,76.2638829070393,77.296888095027,76.5745653483,76.7862551157755,78.661881992668,79.4219392089763,78.9971066431635,78.3652579735617,75.5688190371756,58.9010211484469,65.7675776877859,72.6956387211721,59.0938622851008,66.9993574236623,77.4684088984886,54.8537319491888,61.5104209673664,68.5055840295117,42.9513996586168,53.6372419605457,68.1021507624187
"TANDIL",175,-37.237,-59.228,"AR",73.26694429603,72.234477858181,72.7568279604857,71.9203688347674,71.0112328229352,70.713547259933,71.1295066152561,70.0463778610419,68.8119628934837,68.286300844225,58.6092964229947,62.6458489202165,67.8630899229993,59.7414038732693,63.6963014184676,75.9255724461686,55.6043294498768,60.5807091783136,62.7978115498045,45.2982894076813,55.5229082987407,69.3735108722485
"TENIENTE ALEJANDRO VELASCO ASTETE INTL",3310.1,-13.536,-71.939,"PE",45.08075947315,44.7285490949093,40.9349695015337,39.0952216415358,38.1374080264231,34.1239966421708,34.438875119039,31.3939297551642,29.9703487968136,29.0794605376132,2.89799895480428,10.5816805875852,28.7359114870223,2.70632560140351,12.0016167628521,32.0803955895981,1.01285130131225,5.59803173966895,22.7532595869525,0,1.09339417300623,13.1272270507365
"Teniente Vidal Coyhaique Ad.",310,-45.5939,-72.1086,"CI",83.7212171728588,84.1837370737176,83.5607456938809,84.418657059512,84.5041951294261,83.9550839995381,84.0257034753631,84.4724062052937,84.8303379562913,85.4663723903577,86.1259913247859,86.9473603554979,87.7561124340173,86.4590707247789,87.610395299198,88.5138189997597,85.8025722898201,87.4136114542871,88.4302025028755,87.2581052822661,88.1555932845185,89.4347230956155
"Torres Del Paine",25,-51.1842,-72.9669,"CI",79.9486636590518,79.3734684606552,79.5306821761787,79.8792096057065,79.5114858972502,78.9114579198649,80.8621883627748,81.7411252655747,83.0493887716832,83.5628295553033,82.8196139773481,83.7738513551267,84.5955364063084,82.7912735579957,84.2076507709398,85.5512950845077,83.358115001105,84.4025168728949,85.1038473434437,83.7688850209561,84.9053581627923,85.702291653799
"Traiguen",234,-38.2561,-72.6536,"CI",89.5603466755665,89.2497205426157,89.3154567598285,88.3821781432653,88.2491924180981,88.1241810855568,86.7628486808808,86.6421100874031,85.6979326629585,84.9889196890763,76.7706426116747,81.7953685516241,84.6436415634344,77.7751495399298,81.649584089213,89.3791324897902,75.0473223250092,78.7473922414511,82.888741116476,66.488516112036,73.4761855427787,85.6435102863641
"Trelew",10,-43.23,-65.32,"AR",77.5483180698284,77.2826548185894,76.2583726573002,74.328787031176,75.0573498571343,75.171425113961,75.0324428181329,74.8610344716535,74.0485285031402,72.5598303861934,66.5641094197345,69.5746884732162,72.5225996466575,67.2468404354349,71.3499377627868,78.0077436925058,63.5813200139937,67.4215833120888,70.9593630584791,60.7409965377501,63.888160272194,74.5885466256168
"TTE AV JORGE HENRICH ARAUZ",155.1,-14.819,-64.918,"BL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAL DE CANS INTL",16.5,-1.379,-48.476,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viedma",7,-40.85,-63.02,"AR",75.9810741551364,76.7492371794665,76.7705189180479,75.5954737205907,75.1434677629514,74.1844034850528,73.4749724082612,72.5043878404576,72.0375547805334,70.7159477549021,66.6819679275122,68.843747574083,71.1605106195129,67.3698185037297,70.1060095764624,79.3482620458371,64.0239879776555,67.3283698453188,69.3568764885695,58.9160931570432,63.3147021816039,74.6813984464352
"Vilcuya",1100,-32.8603,-70.4719,"CI",57.6664737193651,56.2916370567391,54.7490720745127,52.9961226555479,50.0457485523311,49.912900743057,50.4605809009531,50.0436264703533,50.394028323582,51.8869252145737,33.1177477505798,41.4655637231817,48.8230623414235,29.8769996815382,41.820676735053,48.9893311599726,28.107245693298,37.2232853098922,45.4217554814871,17.0841003828073,29.8250340903539,43.1417387397513
"VILLA REYNOLDS",484.9,-33.73,-65.387,"AR",45.6444028094647,43.7347876681442,44.3539546725469,42.4255417515128,42.4606155772449,41.9287427797452,43.3311393063314,39.9692830967133,38.502945184478,36.7367850012522,34.1217881312059,37.0199195322284,42.1913809687721,36.3895129900939,38.9328564306452,56.0108110121719,30.4034932889399,34.9605184672428,39.2548424325732,26.802499972523,31.1366603511483,48.3613155465519
"VIRACOPOS",661.4,-23.007,-47.135,"BR",1.01440710946693,1.01512096144592,1.00790958505321,1.00111009890998,0.489005009377195,0.661745991829406,1.00151375460757,1.01092365952371,1.01163967883275,1.01345771163852,0,0,0,0,0,1.00861840622474,0,0,0,0,0,0
