"station_name","rcp","year","pessimistic","intermediate","optimistic"
"Adolfo Matthei","rcp45","2050",79.3951096884884,82.721276382209,85.4003345154397
"Adolfo Matthei","rcp45","2085",79.5168844154614,82.4866112685195,89.6139110162462
"Adolfo Matthei","rcp85","2050",77.0003412374131,80.5959255908929,83.9619090561964
"Adolfo Matthei","rcp85","2085",70.4274283301693,75.8035520826033,87.8617323575436
"AEROPARQUE JORGE NEWBERY","rcp45","2050",25.9736930733407,29.396534560658,34.3526433356892
"AEROPARQUE JORGE NEWBERY","rcp45","2085",25.48433730547,29.5858533834926,50.1663818003153
"AEROPARQUE JORGE NEWBERY","rcp85","2050",20.5919863851796,25.6756225582576,29.4861525745919
"AEROPARQUE JORGE NEWBERY","rcp85","2085",11.0473189119491,19.748589423149,40.1783541969744
"AFONSO PENA","rcp45","2050",4.34270223658552,6.04254370840812,7.81772093195048
"AFONSO PENA","rcp45","2085",4.8091523533688,6.97130933955191,12.9383727124412
"AFONSO PENA","rcp85","2050",3.473461184016,5.25405214198526,6.66784053105448
"AFONSO PENA","rcp85","2085",1.00036084090431,3.02759543546955,7.45027609260552
"ALFONSO BONILLA ARAGON INTL","rcp45","2050",0,0,0
"ALFONSO BONILLA ARAGON INTL","rcp45","2085",0,0,0
"ALFONSO BONILLA ARAGON INTL","rcp85","2050",0,0,0
"ALFONSO BONILLA ARAGON INTL","rcp85","2085",0,0,0
"ALFREDO VASQUEZ COBO","rcp45","2050",0,0,0
"ALFREDO VASQUEZ COBO","rcp45","2085",0,0,0
"ALFREDO VASQUEZ COBO","rcp85","2050",0,0,0
"ALFREDO VASQUEZ COBO","rcp85","2085",0,0,0
"Alicahue","rcp45","2050",30.1508812919515,39.2526964149549,48.7678847404313
"Alicahue","rcp45","2085",30.136725991601,40.8666349864411,50.578778207102
"Alicahue","rcp85","2050",25.9282796240317,34.6106796102918,45.8793514539698
"Alicahue","rcp85","2085",15.037065256796,28.2115513650526,41.555429735346
"ALMIRANTE ZAR","rcp45","2050",64.3696435428265,68.6241718723904,71.2628590641079
"ALMIRANTE ZAR","rcp45","2085",66.0157678548862,69.3782457648795,78.2362968145098
"ALMIRANTE ZAR","rcp85","2050",62.2262449416667,66.2153567370947,68.8110075826376
"ALMIRANTE ZAR","rcp85","2085",58.6460080421484,61.7286742710812,73.408338173117
"AMBROSIO L V TARAVELLA","rcp45","2050",19.7905665762291,23.6684435033367,28.3240160196208
"AMBROSIO L V TARAVELLA","rcp45","2085",21.5390501563741,25.6971311980742,39.8118635351857
"AMBROSIO L V TARAVELLA","rcp85","2050",19.015159280525,21.8885703275209,25.3860173018384
"AMBROSIO L V TARAVELLA","rcp85","2085",12.6157013365575,18.7796658164823,33.5824596500627
"ARTIGAS INTL","rcp45","2050",11.7348287685172,15.5267731531692,19.368185844088
"ARTIGAS INTL","rcp45","2085",13.1216161146506,15.7507715635802,27.1042648044299
"ARTIGAS INTL","rcp85","2050",10.5833414520173,13.3023602822572,15.084511750965
"ARTIGAS INTL","rcp85","2085",5.00840845256073,8.92933145469192,17.7750342244362
"ARTURO MERINO BENITEZ INTL","rcp45","2050",35.0294458464953,45.6330263140744,53.0994318880137
"ARTURO MERINO BENITEZ INTL","rcp45","2085",35.2376719210816,47.3343091133938,57.6106231079398
"ARTURO MERINO BENITEZ INTL","rcp85","2050",30.77824598707,39.8444408478993,50.8342718019157
"ARTURO MERINO BENITEZ INTL","rcp85","2085",19.03255890281,32.2736915675905,48.0279037277805
"Ascasubi","rcp45","2050",60.3511526586108,63.4081965146634,65.4861274851692
"Ascasubi","rcp45","2085",61.2801611104105,64.7105038124291,76.1555914015562
"Ascasubi","rcp85","2050",58.4119962875511,60.8258769998229,64.000436364071
"Ascasubi","rcp85","2085",50.4161104837622,57.1342604015999,70.6678794790778
"Azapa","rcp45","2050",0,0,0
"Azapa","rcp45","2085",0,0,1.97888646214062
"Azapa","rcp85","2050",0,0,0
"Azapa","rcp85","2085",0,0,0
"BALMACEDA","rcp45","2050",80.5541600125143,82.1812458601235,83.1185373471981
"BALMACEDA","rcp45","2085",81.7846781627259,83.3056636650581,85.4672704635714
"BALMACEDA","rcp85","2050",80.9449885424256,83.0430797950539,85.0817579681907
"BALMACEDA","rcp85","2085",83.2883436369236,85.7585029194606,87.8645397785508
"Balmaceda Ad.","rcp45","2050",80.2378353240783,81.8004707338375,82.9408476802528
"Balmaceda Ad.","rcp45","2085",80.8240456720414,82.83028085054,85.078513640742
"Balmaceda Ad.","rcp85","2050",80.6170157395702,82.7520083756817,84.6026384598845
"Balmaceda Ad.","rcp85","2085",82.9563859754708,85.4284009699742,87.4883528367213
"Bernardo O'Higgins Chillan Ad.","rcp45","2050",65.5423922104267,70.8590070242044,76.8912616871276
"Bernardo O'Higgins Chillan Ad.","rcp45","2085",66.7381212486735,71.7340076450915,82.4496558134852
"Bernardo O'Higgins Chillan Ad.","rcp85","2050",63.214876075077,67.5765587547321,73.8662933684227
"Bernardo O'Higgins Chillan Ad.","rcp85","2085",52.2201366685053,62.2962576456448,75.1893330660278
"BOA VISTA","rcp45","2050",0,0,0
"BOA VISTA","rcp45","2085",0,0,0
"BOA VISTA","rcp85","2050",0,0,0
"BOA VISTA","rcp85","2085",0,0,0
"CAMPO GRANDE","rcp45","2050",0,0,0
"CAMPO GRANDE","rcp45","2085",0,0,0
"CAMPO GRANDE","rcp85","2050",0,0,0
"CAMPO GRANDE","rcp85","2085",0,0,0
"Canal Bajo Osorno Ad.","rcp45","2050",79.5855003908491,82.465845752,84.8049816773707
"Canal Bajo Osorno Ad.","rcp45","2085",79.6703308756469,82.5622582442138,89.3740413535688
"Canal Bajo Osorno Ad.","rcp85","2050",76.5249568248582,80.1581751294434,83.250420428185
"Canal Bajo Osorno Ad.","rcp85","2085",70.1010351794721,75.3023677595093,86.5895140580888
"CAP FAP DAVID ABENZUR RENGIFO INTL","rcp45","2050",0,0,0
"CAP FAP DAVID ABENZUR RENGIFO INTL","rcp45","2085",0,0,0
"CAP FAP DAVID ABENZUR RENGIFO INTL","rcp85","2050",0,0,0
"CAP FAP DAVID ABENZUR RENGIFO INTL","rcp85","2085",0,0,0
"CAPITAN CARLOS MARTINEZ DE PINILLOS","rcp45","2050",0,0,0
"CAPITAN CARLOS MARTINEZ DE PINILLOS","rcp45","2085",0,0,0
"CAPITAN CARLOS MARTINEZ DE PINILLOS","rcp85","2050",0,0,0
"CAPITAN CARLOS MARTINEZ DE PINILLOS","rcp85","2085",0,0,0
"CAPITAN FAP GUILLERMO CONCHA IBERICO","rcp45","2050",0,0,0
"CAPITAN FAP GUILLERMO CONCHA IBERICO","rcp45","2085",0,0,0
"CAPITAN FAP GUILLERMO CONCHA IBERICO","rcp85","2050",0,0,0
"CAPITAN FAP GUILLERMO CONCHA IBERICO","rcp85","2085",0,0,0
"CAPT JOSE A  QUINONES GONZALES INTL","rcp45","2050",0,0,0
"CAPT JOSE A  QUINONES GONZALES INTL","rcp45","2085",0,0,0
"CAPT JOSE A  QUINONES GONZALES INTL","rcp85","2050",0,0,0
"CAPT JOSE A  QUINONES GONZALES INTL","rcp85","2085",0,0,0
"CARLOS IBANEZ DEL CAMPO INTL","rcp45","2050",84.8730802154478,86.6807625016172,88.2724745055966
"CARLOS IBANEZ DEL CAMPO INTL","rcp45","2085",85.2355766607693,87.4174056771863,89.3992309776404
"CARLOS IBANEZ DEL CAMPO INTL","rcp85","2050",86.1838486339857,87.9984391489879,89.581770065236
"CARLOS IBANEZ DEL CAMPO INTL","rcp85","2085",88.551067960253,91.7443417293289,92.7461110457853
"CARRASCO INTL","rcp45","2050",35.7582124973783,38.6735468029356,43.4140317496904
"CARRASCO INTL","rcp45","2085",36.8263935559066,40.7566364386266,58.8738290814301
"CARRASCO INTL","rcp85","2050",30.5775565712697,35.0611175634731,40.3722089411767
"CARRASCO INTL","rcp85","2085",20.5643267008813,28.8253359394578,49.656428678669
"Carriel Sur Concepcion.","rcp45","2050",57.9124859532994,65.0466022255468,70.8546627341748
"Carriel Sur Concepcion.","rcp45","2085",59.2869231622899,64.5305569058246,81.3985318767282
"Carriel Sur Concepcion.","rcp85","2050",55.8136007492185,60.5566825559688,67.2213793429728
"Carriel Sur Concepcion.","rcp85","2085",42.7684722654362,51.3763982045502,71.5309035355076
"CARRIEL SUR INTL","rcp45","2050",57.4000111408059,63.3590989787558,70.4507551165989
"CARRIEL SUR INTL","rcp45","2085",58.1366018163999,63.1011539170959,80.0546982055607
"CARRIEL SUR INTL","rcp85","2050",53.9422985809097,59.1451949747188,65.3576115637848
"CARRIEL SUR INTL","rcp85","2085",42.1067013525144,49.48318815331,70.2976306662968
"CATAMARCA","rcp45","2050",7.12955716103943,9.55638714334896,12.3124914639563
"CATAMARCA","rcp45","2085",6.73802640878409,11.4499305855423,22.8325638012252
"CATAMARCA","rcp85","2050",6.25910695354457,8.2163352247328,11.1316167762054
"CATAMARCA","rcp85","2085",3.03504037093109,6.00508598530328,16.0294587713793
"CATARATAS DEL IGUAZU","rcp45","2050",2.00842942020131,3.001501054562,4.02457458540709
"CATARATAS DEL IGUAZU","rcp45","2085",2.01324731807222,3.09124381765798,6.91876638504868
"CATARATAS DEL IGUAZU","rcp85","2050",1.00684293114409,2.02229661175841,3.01613066979144
"CATARATAS DEL IGUAZU","rcp85","2085",0,1.00470471471567,3.99590369157295
"CATARATAS INTL","rcp45","2050",1.47544956869484,2.0188290001189,3.02661056699048
"CATARATAS INTL","rcp45","2085",1.35315581417308,2.95970886213297,6.21596005569302
"CATARATAS INTL","rcp85","2050",1.00205287304584,1.99962209744189,2.02484351681244
"CATARATAS INTL","rcp85","2085",0,1.00011891875414,3.31420261326252
"CERES","rcp45","2050",12.3253748800506,15.3614171352024,19.132869371273
"CERES","rcp45","2085",13.712301758856,17.0504676371238,28.6454553570593
"CERES","rcp85","2050",11.810573966038,13.8317834031039,15.9069895247183
"CERES","rcp85","2085",6.67680391363376,11.6471889065708,22.2957126584251
"Cerro Calan","rcp45","2050",33.6704605874636,43.7846486637254,50.7950770949856
"Cerro Calan","rcp45","2085",31.3239406861207,44.7934345306167,56.4530620144405
"Cerro Calan","rcp85","2050",29.6137398525238,38.3321471597969,47.953395625323
"Cerro Calan","rcp85","2085",18.1123903689149,32.005082554123,44.6021979906959
"Cerro Moreno Antofagasta Ap.","rcp45","2050",0,1.0004034388374,1.01547295750566
"Cerro Moreno Antofagasta Ap.","rcp45","2085",0,1.00111411500046,6.04439677821665
"Cerro Moreno Antofagasta Ap.","rcp85","2050",0,0,0
"Cerro Moreno Antofagasta Ap.","rcp85","2085",0,0,0
"CERRO MORENO INTL","rcp45","2050",0,0,1.01065748304225
"CERRO MORENO INTL","rcp45","2085",0,0.958066557057776,5.02408950107633
"CERRO MORENO INTL","rcp85","2050",0,0,0
"CERRO MORENO INTL","rcp85","2085",0,0,0
"CHACALLUTA","rcp45","2050",0,0,0
"CHACALLUTA","rcp45","2085",0,0,0
"CHACALLUTA","rcp85","2050",0,0,0
"CHACALLUTA","rcp85","2085",0,0,0
"Chacalluta Arica Ap.","rcp45","2050",0,0,0
"Chacalluta Arica Ap.","rcp45","2085",0,0,0
"Chacalluta Arica Ap.","rcp85","2050",0,0,0
"Chacalluta Arica Ap.","rcp85","2085",0,0,0
"Chile Chico Ad.","rcp45","2050",84.659013768005,84.9886559378551,85.9890809536273
"Chile Chico Ad.","rcp45","2085",85.0003929522572,85.5622647557557,86.6623360378653
"Chile Chico Ad.","rcp85","2050",84.2031307946781,85.0021381828137,85.770662817689
"Chile Chico Ad.","rcp85","2085",79.9102129780006,84.6481084281611,87.9810322215594
"Chiu-Chiu","rcp45","2050",3.14904538549739,13.4574161712596,23.4150008622562
"Chiu-Chiu","rcp45","2085",5.28944676117277,16.7296301879196,26.2418685628827
"Chiu-Chiu","rcp85","2050",2.01833035187065,9.41686218081193,16.9028657264464
"Chiu-Chiu","rcp85","2085",0.558915085946438,1.94430478677656,10.7379379587744
"Cogoti Embalse","rcp45","2050",11.6138243798292,18.0348138458005,24.4099197458891
"Cogoti Embalse","rcp45","2085",11.0427400800085,18.7790460119641,29.0568147056338
"Cogoti Embalse","rcp85","2050",8.02552508311715,14.0961593592492,22.8216385720846
"Cogoti Embalse","rcp85","2085",3.03057988392015,7.9777620615175,18.402121792903
"Colorado","rcp45","2050",65.2961910614013,72.774730700281,78.0091464442512
"Colorado","rcp45","2085",65.2501288963776,73.611839018565,82.4274785147231
"Colorado","rcp85","2050",62.1011863736703,67.9374742075906,75.5677098813926
"Colorado","rcp85","2085",49.4538949577513,58.5430737810104,74.2800818789292
"COMANDANTE ESPORA","rcp45","2050",52.8135579835885,56.2254430831381,59.7758943775389
"COMANDANTE ESPORA","rcp45","2085",53.7593566923942,57.686207967236,70.0886145099287
"COMANDANTE ESPORA","rcp85","2050",49.6343536222757,53.7836756071479,56.2515178029853
"COMANDANTE ESPORA","rcp85","2085",40.1497838309488,47.7791506908097,64.1765750816521
"COMODORO PIERRESTEGUI","rcp45","2050",15.2648365420191,18.2936336763383,22.5175077771119
"COMODORO PIERRESTEGUI","rcp45","2085",16.5866113436473,19.5881334279638,34.5347420578173
"COMODORO PIERRESTEGUI","rcp85","2050",14.6449482108925,15.9432146489455,18.3900957523297
"COMODORO PIERRESTEGUI","rcp85","2085",7.99035075883126,12.8487004610047,24.1004701046531
"COMODORO RIVADAVIA","rcp45","2050",67.798003892799,71.895210312583,75.360652049234
"COMODORO RIVADAVIA","rcp45","2085",68.2091424029031,71.9094843282019,79.7903510366909
"COMODORO RIVADAVIA","rcp85","2050",63.9189902668468,69.5383180397712,72.9778413554668
"COMODORO RIVADAVIA","rcp85","2085",58.7411015216835,62.7294422290956,73.9267293402499
"CONGONHAS","rcp45","2050",0,0,1.00350920872981
"CONGONHAS","rcp45","2085",0,0,3.01835420903069
"CONGONHAS","rcp85","2050",0,0,0
"CONGONHAS","rcp85","2085",0,0,1.00211269411483
"CORONEL CARLOS CIRIANI SANTA ROSA INTL","rcp45","2050",0,0,0
"CORONEL CARLOS CIRIANI SANTA ROSA INTL","rcp45","2085",0,0,2.01829471319974
"CORONEL CARLOS CIRIANI SANTA ROSA INTL","rcp85","2050",0,0,0
"CORONEL CARLOS CIRIANI SANTA ROSA INTL","rcp85","2085",0,0,0
"CORONEL FRANCISCO SECADA VIGNETTA INTL","rcp45","2050",0,0,0
"CORONEL FRANCISCO SECADA VIGNETTA INTL","rcp45","2085",0,0,0
"CORONEL FRANCISCO SECADA VIGNETTA INTL","rcp85","2050",0,0,0
"CORONEL FRANCISCO SECADA VIGNETTA INTL","rcp85","2085",0,0,0
"CORRIENTES","rcp45","2050",3.71480208588616,4.71554306906265,6.53608500131185
"CORRIENTES","rcp45","2085",3.90267929987252,4.96193676096391,11.0346122073706
"CORRIENTES","rcp85","2050",2.51014725058496,3.94801309146249,4.98267583760179
"CORRIENTES","rcp85","2085",0,2.0159744246447,6.11804963440397
"DEPUTADO LUIS EDUARDO MAGALHAES","rcp45","2050",0,0,0
"DEPUTADO LUIS EDUARDO MAGALHAES","rcp45","2085",0,0,0
"DEPUTADO LUIS EDUARDO MAGALHAES","rcp85","2050",0,0,0
"DEPUTADO LUIS EDUARDO MAGALHAES","rcp85","2085",0,0,0
"Diego Aracena Iquique Ap.","rcp45","2050",0,0,0
"Diego Aracena Iquique Ap.","rcp45","2085",0,0,0
"Diego Aracena Iquique Ap.","rcp85","2050",0,0,0
"Diego Aracena Iquique Ap.","rcp85","2085",0,0,0
"Digua Embalse","rcp45","2050",73.4425508350769,79.3166976486091,82.8609118527811
"Digua Embalse","rcp45","2085",74.3513978712563,79.8276537527936,86.1232177451147
"Digua Embalse","rcp85","2050",71.5767956277987,75.9779258725048,80.1241714050532
"Digua Embalse","rcp85","2085",62.8991840377628,70.6101263207229,81.1105054495238
"Diguillin","rcp45","2050",70.7408304364408,75.9485334982437,79.0373234483031
"Diguillin","rcp45","2085",71.0384054774267,76.3703354738682,81.8197853474958
"Diguillin","rcp85","2050",70.038336458513,73.5317144011515,77.1943076479797
"Diguillin","rcp85","2085",60.537394964218,67.8167780851919,75.9932971909002
"EDUARDO GOMES INTL","rcp45","2050",0,0,0
"EDUARDO GOMES INTL","rcp45","2085",0,0,0
"EDUARDO GOMES INTL","rcp85","2050",0,0,0
"EDUARDO GOMES INTL","rcp85","2085",0,0,0
"EL ALTO INTL","rcp45","2050",58.8634232335244,67.3932872868572,74.1864169054843
"EL ALTO INTL","rcp45","2085",62.139761783641,68.7086636505755,75.2138106559769
"EL ALTO INTL","rcp85","2050",52.8624390716359,63.9008689413772,71.7077295280396
"EL ALTO INTL","rcp85","2085",38.6450941770746,55.7612408277528,65.9756322072153
"El Loa Calama Ad.","rcp45","2050",1.99142090074872,10.1254615443472,18.7706586821801
"El Loa Calama Ad.","rcp45","2085",3.54447666408521,13.0365972053597,21.4569047901625
"El Loa Calama Ad.","rcp85","2050",1.0872831612742,6.89087844887763,12.9128341023213
"El Loa Calama Ad.","rcp85","2085",0,0.995775165516477,7.54976429865249
"EL PLUMERILLO","rcp45","2050",35.1043009368357,42.8991769976692,52.5084088072509
"EL PLUMERILLO","rcp45","2085",35.8919348715344,45.8111535459678,57.5133209606402
"EL PLUMERILLO","rcp85","2050",30.9063126389688,39.4326422075628,48.217694274459
"EL PLUMERILLO","rcp85","2085",20.8421512546042,32.6347788161775,49.8950286480567
"EL TEPUAL INTL","rcp45","2050",79.8589226789245,83.8344126651391,85.8043875944841
"EL TEPUAL INTL","rcp45","2085",80.0216777591449,83.8060620326496,90.9109992693579
"EL TEPUAL INTL","rcp85","2050",78.4268235074824,81.5732501910661,84.7981367197117
"EL TEPUAL INTL","rcp85","2085",70.4293186785526,76.1397765858428,88.1994678982792
"El Tepual Puerto Montt Ap.","rcp45","2050",82.5701121669431,85.4486211454514,87.3395164267167
"El Tepual Puerto Montt Ap.","rcp45","2085",82.8074496616091,85.1576994337793,92.0859817959872
"El Tepual Puerto Montt Ap.","rcp85","2050",79.9858200648441,83.4502913801613,86.6357922408708
"El Tepual Puerto Montt Ap.","rcp85","2085",73.0271703009075,79.167758532285,90.0783895580003
"El Trapiche","rcp45","2050",6.02047072635264,12.8752218359875,20.934344322754
"El Trapiche","rcp45","2085",6.0045788536749,13.978264621448,27.5476133573779
"El Trapiche","rcp85","2050",2.7507763969364,9.01145466926141,16.5848755037093
"El Trapiche","rcp85","2085",0,3.00788620170113,12.9968019198427
"EL TROMPILLO","rcp45","2050",0,0,0
"EL TROMPILLO","rcp45","2085",0,0,0.999105418390684
"EL TROMPILLO","rcp85","2050",0,0,0
"EL TROMPILLO","rcp85","2085",0,0,0
"ELDORADO INTL","rcp45","2050",0,1.79704636261295,9.02942939436889
"ELDORADO INTL","rcp45","2085",0,2.0187643324795,17.5640227533368
"ELDORADO INTL","rcp85","2050",0,0,6.6331289119596
"ELDORADO INTL","rcp85","2085",0,0,2.02507814531521
"ESQUEL","rcp45","2050",82.0328757902116,82.5982708741622,83.5480597609408
"ESQUEL","rcp45","2085",82.3428886355237,83.3705175564014,84.1424996042224
"ESQUEL","rcp85","2050",81.608049808292,82.7477565799418,83.3935305900159
"ESQUEL","rcp85","2085",81.8975703294918,82.8618366711635,84.9482293238111
"Eulogio Sanchez Tobalaba Ad.","rcp45","2050",39.7952483140975,50.4710601198673,59.3089766642868
"Eulogio Sanchez Tobalaba Ad.","rcp45","2085",39.8668585886999,53.4374678501385,66.8024531234155
"Eulogio Sanchez Tobalaba Ad.","rcp85","2050",34.7530445423554,45.5991561684441,55.7845855764403
"Eulogio Sanchez Tobalaba Ad.","rcp85","2085",23.8879681166011,39.6503794340488,53.5298441093894
"FORMOSA","rcp45","2050",2.01050271487267,2.90159530530468,4.0397181723942
"FORMOSA","rcp45","2085",1.00859521750635,3.17310778187198,7.16155979192592
"FORMOSA","rcp85","2050",1.00609000656721,2.01064615539059,3.38273422802001
"FORMOSA","rcp85","2085",0,0.992065723753853,3.52035039361999
"Futaleufu Ad.","rcp45","2050",86.9069499911257,87.3578942947042,88.730491717475
"Futaleufu Ad.","rcp45","2085",86.4061549590024,87.9017107312716,89.5349292526853
"Futaleufu Ad.","rcp85","2050",86.4583849681294,87.6608912554148,88.7923673218665
"Futaleufu Ad.","rcp85","2085",85.4390221026247,87.4325549085079,90.4910549683509
"GALEAO ANTONIO CARLOS JOBIM","rcp45","2050",0,0,0
"GALEAO ANTONIO CARLOS JOBIM","rcp45","2085",0,0,0
"GALEAO ANTONIO CARLOS JOBIM","rcp85","2050",0,0,0
"GALEAO ANTONIO CARLOS JOBIM","rcp85","2085",0,0,0
"General Freire Curico Ad.","rcp45","2050",59.6300000760771,68.1026179551332,75.4622989198269
"General Freire Curico Ad.","rcp45","2085",59.7697214458417,69.1289478110302,79.5828341637953
"General Freire Curico Ad.","rcp85","2050",54.9910456886741,62.8843237161818,70.3528868475926
"General Freire Curico Ad.","rcp85","2085",42.3147475673205,52.956489709276,69.3103935966992
"GENERAL URQUIZA","rcp45","2050",19.0088254439816,22.1289138182103,26.6402418039715
"GENERAL URQUIZA","rcp45","2085",18.9490303625817,23.3070841808787,39.5747795324046
"GENERAL URQUIZA","rcp85","2050",16.7667128629876,19.5292893160236,22.100200204477
"GENERAL URQUIZA","rcp85","2085",10.1165773052348,16.176140275202,31.554038689294
"GOBERNADOR CASTELLO","rcp45","2050",61.3449458765493,64.5320528692374,66.9107701901521
"GOBERNADOR CASTELLO","rcp45","2085",61.8369786883814,64.9767103719823,76.0485279630848
"GOBERNADOR CASTELLO","rcp85","2050",59.708498221648,62.2023345646058,65.0333226114608
"GOBERNADOR CASTELLO","rcp85","2085",53.142500963022,58.0747949325314,69.7638819109236
"GOIABEIRAS","rcp45","2050",0,0,0
"GOIABEIRAS","rcp45","2085",0,0,0
"GOIABEIRAS","rcp85","2050",0,0,0
"GOIABEIRAS","rcp85","2085",0,0,0
"GUALEGUAYCHU","rcp45","2050",23.4540759690171,26.0146236940117,30.8051773035788
"GUALEGUAYCHU","rcp45","2085",24.3618627302978,28.3280923828129,43.0270505534045
"GUALEGUAYCHU","rcp85","2050",20.5053185132325,23.1631800060238,26.8463307448023
"GUALEGUAYCHU","rcp85","2085",13.2533075210231,19.3158618073817,35.4661998326792
"HERCILIO LUZ","rcp45","2050",0,0,0
"HERCILIO LUZ","rcp45","2085",0,0,3.01873645415446
"HERCILIO LUZ","rcp85","2050",0,0,0
"HERCILIO LUZ","rcp85","2085",0,0,0
"HEROES DEL ACRE","rcp45","2050",0,0,0
"HEROES DEL ACRE","rcp45","2085",0,0,0
"HEROES DEL ACRE","rcp85","2050",0,0,0
"HEROES DEL ACRE","rcp85","2085",0,0,0
"Hurtado","rcp45","2050",10.0844227047836,15.1013001266574,19.7517865601076
"Hurtado","rcp45","2085",8.9135582738395,14.2260788416029,20.6045623976145
"Hurtado","rcp85","2050",8.00318193699462,11.8399903405287,17.7263428545918
"Hurtado","rcp85","2085",3.72051425611414,6.76399158502784,15.4120945454411
"Illapel Dga","rcp45","2050",16.5212660756142,26.8718064541129,36.1037588450515
"Illapel Dga","rcp45","2085",15.8693080236919,28.0676443343727,40.9221138621403
"Illapel Dga","rcp85","2050",11.4578983570583,21.2967052857471,33.5460366782045
"Illapel Dga","rcp85","2085",3.96658080447872,11.6766652938245,28.8144883962757
"JORGE CHAVEZ INTL","rcp45","2050",0,0,0
"JORGE CHAVEZ INTL","rcp45","2085",0,0,0
"JORGE CHAVEZ INTL","rcp85","2050",0,0,0
"JORGE CHAVEZ INTL","rcp85","2085",0,0,0
"JORGE WILSTERMAN","rcp45","2050",0,0,0.741392877108268
"JORGE WILSTERMAN","rcp45","2085",0,0,0.459388143770241
"JORGE WILSTERMAN","rcp85","2050",0,0,0
"JORGE WILSTERMAN","rcp85","2085",0,0,0
"JUJUY","rcp45","2050",6.70448981631978,9.89879563727197,11.5312152364363
"JUJUY","rcp45","2085",7.01292114626358,10.5913497947397,16.8737891707299
"JUJUY","rcp85","2050",6.07021682683978,8.01502228504955,10.3670689108719
"JUJUY","rcp85","2085",2.02299491966363,4.99231209895635,10.7015794725698
"JUNIN","rcp45","2050",38.4335212509177,41.7606064446281,46.5206444635276
"JUNIN","rcp45","2085",39.0186507618716,42.9805902398546,58.4321069269736
"JUNIN","rcp85","2050",33.9572364004189,37.7965292336548,41.6571872324988
"JUNIN","rcp85","2085",24.8754960300289,34.0789750380657,52.0377145099964
"LA FLORIDA","rcp45","2050",16.7243181301181,29.9957664029803,43.7756117744657
"LA FLORIDA","rcp45","2085",16.9328480613387,33.1215769848104,52.2576959365988
"LA FLORIDA","rcp85","2050",9.06723306638128,23.0260391570212,36.9088647308045
"LA FLORIDA","rcp85","2085",1.01391972693665,9.06030078840718,30.8558958492199
"La Florida La Serena Ad.","rcp45","2050",18.9861664665767,33.9728681485608,47.2345264177857
"La Florida La Serena Ad.","rcp45","2085",20.1093239171164,36.2420518808747,57.0171220644681
"La Florida La Serena Ad.","rcp85","2050",11.0918094554656,27.0320440510077,41.2707456844578
"La Florida La Serena Ad.","rcp85","2085",2.00838803233768,12.0239368967932,35.0716345977851
"La Ortiga","rcp45","2050",13.9517104170591,18.9011462343631,24.9348328806477
"La Ortiga","rcp45","2085",12.2918746965506,16.4398789154108,26.01267412839
"La Ortiga","rcp85","2050",10.8252423238735,15.3612841760241,23.3104535758856
"La Ortiga","rcp85","2085",5.87374451604835,9.54271666664465,19.0403894000187
"LA RIOJA","rcp45","2050",9.15783086891122,13.5843814086709,17.9098446024725
"LA RIOJA","rcp45","2085",7.95657173344046,14.8455199835082,25.3963407627416
